COG_	Cat	Gene_ID	Locus_Tag	Gene_Product_Name	Genome_ID	Genome_Name	Chromosome	Start_Coord	End_Coord	Gene_Description
COG0556	L	8050124194	Ga0611941_011_15460_17457	excinuclease_ABC_subunit_B	8050121573	Enterococcus_faecalis_Wae12b		15460	17457	Excinuclease_UvrABC_helicase_subunit_UvrB
COG0557	K	8050121612	Ga0611941_001_38059_40428	ribonuclease_R	8050121573	Enterococcus_faecalis_Wae12b		38059	40428	Exoribonuclease_R
COG0558	I	8050123130	Ga0611941_004_115585_116163	CDP-diacylglycerol--glycerol-3-phosphate_3-phosphatidyltransferase	8050121573	Enterococcus_faecalis_Wae12b		115585	116163	Phosphatidylglycerophosphate_synthase
COG0561	H_R	8050123911	Ga0611941_008_105728_106597	Cof_subfamily_protein_(haloacid_dehalogenase_superfamily)	8050121573	Enterococcus_faecalis_Wae12b		105728	106597	Hydroxymethylpyrimidine_pyrophosphatase_and_other_HAD_family_phosphatases
COG0561	H_R	8050123052	Ga0611941_004_36063_36842	Cof_subfamily_protein_(haloacid_dehalogenase_superfamily)	8050121573	Enterococcus_faecalis_Wae12b		36063	36842	Hydroxymethylpyrimidine_pyrophosphatase_and_other_HAD_family_phosphatases
COG0561	H_R	8050123082	Ga0611941_004_66913_67740	Cof_subfamily_protein_(haloacid_dehalogenase_superfamily)	8050121573	Enterococcus_faecalis_Wae12b		66913	67740	Hydroxymethylpyrimidine_pyrophosphatase_and_other_HAD_family_phosphatases
COG0561	H_R	8050123563	Ga0611941_006_71196_72029	Cof_subfamily_protein_(haloacid_dehalogenase_superfamily)	8050121573	Enterococcus_faecalis_Wae12b		71196	72029	Hydroxymethylpyrimidine_pyrophosphatase_and_other_HAD_family_phosphatases
COG0561	H_R	8050122908	Ga0611941_003_174145_174957	Cof_subfamily_protein_(haloacid_dehalogenase_superfamily)	8050121573	Enterococcus_faecalis_Wae12b		174145	174957	Hydroxymethylpyrimidine_pyrophosphatase_and_other_HAD_family_phosphatases
COG0561	H_R	8050122795	Ga0611941_003_59808_60602	Cof_subfamily_protein_(haloacid_dehalogenase_superfamily)	8050121573	Enterococcus_faecalis_Wae12b		59808	60602	Hydroxymethylpyrimidine_pyrophosphatase_and_other_HAD_family_phosphatases
COG0561	H_R	8050123820	Ga0611941_008_16116_16919	Cof_subfamily_protein_(haloacid_dehalogenase_superfamily)	8050121573	Enterococcus_faecalis_Wae12b		16116	16919	Hydroxymethylpyrimidine_pyrophosphatase_and_other_HAD_family_phosphatases
COG0562	M	8050121701	Ga0611941_001_136783_137922	UDP-galactopyranose_mutase	8050121573	Enterococcus_faecalis_Wae12b		136783	137922	UDP-galactopyranose_mutase
COG0563	F	8050122505	Ga0611941_002_38188_38838	adenylate_kinase	8050121573	Enterococcus_faecalis_Wae12b		38188	38838	Adenylate_kinase_or_related_kinase
COG0563	F	8050122977	Ga0611941_003_240292_240786	adenylate_kinase_family_enzyme	8050121573	Enterococcus_faecalis_Wae12b		240292	240786	Adenylate_kinase_or_related_kinase
COG0564	J	8050122221	Ga0611941_001_683890_684795	23S_rRNA_pseudouridine1911/1915/1917_synthase	8050121573	Enterococcus_faecalis_Wae12b		683890	684795	Pseudouridylate_synthase,_23S_rRNA-_or_tRNA-specific
COG0564	J	8050123744	Ga0611941_007_72387_73250	23S_rRNA_pseudouridine1911/1915/1917_synthase	8050121573	Enterococcus_faecalis_Wae12b		72387	73250	Pseudouridylate_synthase,_23S_rRNA-_or_tRNA-specific
COG0564	J	8050124660	Ga0611941_021_993_1886	23S_rRNA_pseudouridine1911/1915/1917_synthase	8050121573	Enterococcus_faecalis_Wae12b		993	1886	Pseudouridylate_synthase,_23S_rRNA-_or_tRNA-specific
COG0566	J	8050122629	Ga0611941_002_160921_161778	23S_rRNA_(guanosine2251-2'-O)-methyltransferase	8050121573	Enterococcus_faecalis_Wae12b		160921	161778	tRNA_G18_(ribose-2'-O)-methylase_SpoU
COG0566	J	8050121784	Ga0611941_001_222122_222898	TrmH_family_RNA_methyltransferase	8050121573	Enterococcus_faecalis_Wae12b		222122	222898	tRNA_G18_(ribose-2'-O)-methylase_SpoU
COG0568	K	8050122413	Ga0611941_001_878125_879231	RNA_polymerase_primary_sigma_factor	8050121573	Enterococcus_faecalis_Wae12b		878125	879231	DNA-directed_RNA_polymerase,_sigma_subunit_(sigma70/sigma32)
COG0569	T_P	8050124165	Ga0611941_010_92255_92920	trk_system_potassium_uptake_protein_TrkA	8050121573	Enterococcus_faecalis_Wae12b		92255	92920	Trk_K+_transport_system,_NAD-binding_component
COG0571	K	8050123084	Ga0611941_004_71364_72056	ribonuclease-3	8050121573	Enterococcus_faecalis_Wae12b		71364	72056	dsRNA-specific_ribonuclease
COG0572	F	8050124256	Ga0611941_011_83768_84397	uridine_kinase	8050121573	Enterococcus_faecalis_Wae12b		83768	84397	Uridine_kinase
COG0573	P	8050122188	Ga0611941_001_652302_653222	phosphate_transport_system_permease_protein	8050121573	Enterococcus_faecalis_Wae12b		652302	653222	ABC-type_phosphate_transport_system,_permease_component
COG0574	G	8050123835	Ga0611941_008_34512_37157	pyruvate,orthophosphate_dikinase	8050121573	Enterococcus_faecalis_Wae12b		34512	37157	Phosphoenolpyruvate_synthase/pyruvate_phosphate_dikinase
COG0574	G	8050124743	Ga0611941_082_151_288	phosphoenolpyruvate_synthase/pyruvate_phosphate_dikinase	8050121573	Enterococcus_faecalis_Wae12b		151	288	Phosphoenolpyruvate_synthase/pyruvate_phosphate_dikinase
COG0575	I	8050121694	Ga0611941_001_126446_127246	phosphatidate_cytidylyltransferase	8050121573	Enterococcus_faecalis_Wae12b		126446	127246	CDP-diglyceride_synthetase
COG0576	O	8050123975	Ga0611941_009_33579_34118	molecular_chaperone_GrpE	8050121573	Enterococcus_faecalis_Wae12b		33579	34118	Molecular_chaperone_GrpE_(heat_shock_protein)
COG0577	V	8050124012	Ga0611941_009_70330_72669	putative_ABC_transport_system_permease_protein	8050121573	Enterococcus_faecalis_Wae12b		70330	72669	ABC-type_antimicrobial_peptide_transport_system,_permease_component<<>>COG1136
COG0577	V	8050121955	Ga0611941_001_425122_426951	putative_ABC_transport_system_permease_protein	8050121573	Enterococcus_faecalis_Wae12b		425122	426951	ABC-type_antimicrobial_peptide_transport_system,_permease_component
COG0577	V	8050123550	Ga0611941_006_57468_58697	putative_ABC_transport_system_permease_protein	8050121573	Enterococcus_faecalis_Wae12b		57468	58697	ABC-type_antimicrobial_peptide_transport_system,_permease_component
COG0577	V	8050124357	Ga0611941_013_8847_10055	putative_ABC_transport_system_permease_protein	8050121573	Enterococcus_faecalis_Wae12b		8847	10055	ABC-type_antimicrobial_peptide_transport_system,_permease_component
COG0577	V	8050124222	Ga0611941_011_49825_50904	putative_ABC_transport_system_permease_protein	8050121573	Enterococcus_faecalis_Wae12b		49825	50904	ABC-type_antimicrobial_peptide_transport_system,_permease_component
COG0577	V	8050122270	Ga0611941_001_730579_731862	putative_ABC_transport_system_permease_protein	8050121573	Enterococcus_faecalis_Wae12b		730579	731862	ABC-type_antimicrobial_peptide_transport_system,_permease_component
COG0577	V	8050123990	Ga0611941_009_47305_49941	putative_ABC_transport_system_permease_protein	8050121573	Enterococcus_faecalis_Wae12b		47305	49941	ABC-type_antimicrobial_peptide_transport_system,_permease_component
COG0578	C	8050122067	Ga0611941_001_521532_523361	alpha-glycerophosphate_oxidase	8050121573	Enterococcus_faecalis_Wae12b		521532	523361	Glycerol-3-phosphate_dehydrogenase
COG0580	G	8050122859	Ga0611941_003_126630_127295	aquaporin_Z	8050121573	Enterococcus_faecalis_Wae12b		126630	127295	Glycerol_uptake_facilitator_and_related_aquaporins_(Major_Intrinsic_Protein_Family)
COG0580	G	8050124738	Ga0611941_079_1_291	glycerol_uptake_facilitator-like_aquaporin	8050121573	Enterococcus_faecalis_Wae12b		1	291	Glycerol_uptake_facilitator_and_related_aquaporins_(Major_Intrinsic_Protein_Family)
COG0580	G	8050122110	Ga0611941_001_562698_563408	glycerol_uptake_facilitator_protein	8050121573	Enterococcus_faecalis_Wae12b		562698	563408	Glycerol_uptake_facilitator_and_related_aquaporins_(Major_Intrinsic_Protein_Family)
COG0580	G	8050122068	Ga0611941_001_523369_524088	glycerol_uptake_facilitator_protein	8050121573	Enterococcus_faecalis_Wae12b		523369	524088	Glycerol_uptake_facilitator_and_related_aquaporins_(Major_Intrinsic_Protein_Family)
COG0581	P	8050122189	Ga0611941_001_653222_654106	phosphate_transport_system_permease_protein	8050121573	Enterococcus_faecalis_Wae12b		653222	654106	ABC-type_phosphate_transport_system,_permease_component
COG0582	L_X	8050121962	Ga0611941_001_432723_433871	integrase	8050121573	Enterococcus_faecalis_Wae12b		432723	433871	Integrase
COG0582	L_X	8050123493	Ga0611941_006_1837_3006	integrase	8050121573	Enterococcus_faecalis_Wae12b		1837	3006	Integrase
COG0582	L_X	8050124140	Ga0611941_010_64842_65960	integrase	8050121573	Enterococcus_faecalis_Wae12b		64842	65960	Integrase
COG0582	L_X	8050122696	Ga0611941_002_237587_238750	integrase	8050121573	Enterococcus_faecalis_Wae12b		237587	238750	Integrase
COG0582	L_X	8050123310	Ga0611941_005_31605_32786	integrase	8050121573	Enterococcus_faecalis_Wae12b		31605	32786	Integrase
COG0583	K	8050122234	Ga0611941_001_697552_698481	DNA-binding_transcriptional_LysR_family_regulator	8050121573	Enterococcus_faecalis_Wae12b		697552	698481	DNA-binding_transcriptional_regulator,_LysR_family
COG0583	K	8050123710	Ga0611941_007_39285_40112	DNA-binding_transcriptional_LysR_family_regulator	8050121573	Enterococcus_faecalis_Wae12b		39285	40112	DNA-binding_transcriptional_regulator,_LysR_family
COG0583	K	8050122286	Ga0611941_001_746968_747858	DNA-binding_transcriptional_LysR_family_regulator	8050121573	Enterococcus_faecalis_Wae12b		746968	747858	DNA-binding_transcriptional_regulator,_LysR_family
COG0583	K	8050122135	Ga0611941_001_596731_597585	DNA-binding_transcriptional_LysR_family_regulator	8050121573	Enterococcus_faecalis_Wae12b		596731	597585	DNA-binding_transcriptional_regulator,_LysR_family
COG0583	K	8050123936	Ga0611941_008_130746_131576	DNA-binding_transcriptional_LysR_family_regulator	8050121573	Enterococcus_faecalis_Wae12b		130746	131576	DNA-binding_transcriptional_regulator,_LysR_family
COG0583	K	8050124610	Ga0611941_018_17748_18650	DNA-binding_transcriptional_LysR_family_regulator	8050121573	Enterococcus_faecalis_Wae12b		17748	18650	DNA-binding_transcriptional_regulator,_LysR_family
COG0583	K	8050123970	Ga0611941_009_26791_27666	LysR_family_cyn_operon_transcriptional_activator	8050121573	Enterococcus_faecalis_Wae12b		26791	27666	DNA-binding_transcriptional_regulator,_LysR_family
COG0583	K	8050124080	Ga0611941_010_16432_17316	DNA-binding_transcriptional_LysR_family_regulator	8050121573	Enterococcus_faecalis_Wae12b		16432	17316	DNA-binding_transcriptional_regulator,_LysR_family
COG0583	K	8050123969	Ga0611941_009_25880_26767	LysR_family_cyn_operon_transcriptional_activator	8050121573	Enterococcus_faecalis_Wae12b		25880	26767	DNA-binding_transcriptional_regulator,_LysR_family
COG0584	I	8050121905	Ga0611941_001_367098_367844	glycerophosphoryl_diester_phosphodiesterase	8050121573	Enterococcus_faecalis_Wae12b		367098	367844	Glycerophosphoryl_diester_phosphodiesterase
COG0584	I	8050124208	Ga0611941_011_33338_35125	glycerophosphoryl_diester_phosphodiesterase	8050121573	Enterococcus_faecalis_Wae12b		33338	35125	Glycerophosphoryl_diester_phosphodiesterase<<>>COG4781
COG0587	L	8050123815	Ga0611941_008_8685_12014	DNA_polymerase-3_subunit_alpha	8050121573	Enterococcus_faecalis_Wae12b		8685	12014	DNA_polymerase_III,_alpha_subunit
COG0588	G	8050122536	Ga0611941_002_58626_59312	2,3-bisphosphoglycerate-dependent_phosphoglycerate_mutase	8050121573	Enterococcus_faecalis_Wae12b		58626	59312	Phosphoglycerate_mutase_(BPG-dependent)
COG0589	T	8050123022	Ga0611941_004_10809_11264	nucleotide-binding_universal_stress_UspA_family_protein	8050121573	Enterococcus_faecalis_Wae12b		10809	11264	Nucleotide-binding_universal_stress_protein,__UspA_family
COG0589	T	8050122965	Ga0611941_003_233227_233658	nucleotide-binding_universal_stress_UspA_family_protein	8050121573	Enterococcus_faecalis_Wae12b		233227	233658	Nucleotide-binding_universal_stress_protein,__UspA_family
COG0589	T	8050122991	Ga0611941_003_255330_255755	nucleotide-binding_universal_stress_UspA_family_protein	8050121573	Enterococcus_faecalis_Wae12b		255330	255755	Nucleotide-binding_universal_stress_protein,__UspA_family
COG0589	T	8050122021	Ga0611941_001_473653_474126	nucleotide-binding_universal_stress_UspA_family_protein	8050121573	Enterococcus_faecalis_Wae12b		473653	474126	Nucleotide-binding_universal_stress_protein,__UspA_family
COG0590	J	8050121865	Ga0611941_001_322746_323267	tRNA(adenine34)_deaminase	8050121573	Enterococcus_faecalis_Wae12b		322746	323267	tRNA(Arg)_A34_adenosine_deaminase_TadA
COG0592	L	8050122671	Ga0611941_002_209290_210420	DNA_polymerase-3_subunit_beta	8050121573	Enterococcus_faecalis_Wae12b		209290	210420	DNA_polymerase_III_sliding_clamp_(beta)_subunit,_PCNA_homolog
COG0593	L	8050122672	Ga0611941_002_210622_211965	chromosomal_replication_initiator_protein	8050121573	Enterococcus_faecalis_Wae12b		210622	211965	Chromosomal_replication_initiation_ATPase_DnaA
COG0594	J	8050122674	Ga0611941_002_212826_213182	ribonuclease_P_protein_component	8050121573	Enterococcus_faecalis_Wae12b		212826	213182	RNase_P_protein_component
COG0595	J	8050124152	Ga0611941_010_78266_79951	ribonuclease_J	8050121573	Enterococcus_faecalis_Wae12b		78266	79951	mRNA_degradation_ribonuclease_J1/J2
COG0595	J	8050124171	Ga0611941_010_97407_98696	ribonuclease_J	8050121573	Enterococcus_faecalis_Wae12b		97407	98696	mRNA_degradation_ribonuclease_J1/J2
COG0595	J	8050122866	Ga0611941_003_132586_134274	ribonuclease_J	8050121573	Enterococcus_faecalis_Wae12b		132586	134274	mRNA_degradation_ribonuclease_J1/J2
COG0596	H_R	8050123521	Ga0611941_006_28899_29723	2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate_synthase	8050121573	Enterococcus_faecalis_Wae12b		28899	29723	Pimeloyl-ACP_methyl_ester_carboxylesterase
COG0596	H_R	8050123831	Ga0611941_008_29555_30289	non-heme_chloroperoxidase	8050121573	Enterococcus_faecalis_Wae12b		29555	30289	Pimeloyl-ACP_methyl_ester_carboxylesterase
COG0597	M_U	8050122220	Ga0611941_001_683418_683903	signal_peptidase_II	8050121573	Enterococcus_faecalis_Wae12b		683418	683903	Lipoprotein_signal_peptidase
COG0598	P	8050123873	Ga0611941_008_73720_74685	magnesium_transporter	8050121573	Enterococcus_faecalis_Wae12b		73720	74685	Mg2+_and_Co2+_transporter_CorA
COG0601	E_P	8050123094	Ga0611941_004_78874_79836	peptide/nickel_transport_system_permease_protein	8050121573	Enterococcus_faecalis_Wae12b		78874	79836	ABC-type_dipeptide/oligopeptide/nickel_transport_system,_permease_component
COG0601	E_P	8050124284	Ga0611941_012_9139_10080	oligopeptide_transport_system_permease_protein	8050121573	Enterococcus_faecalis_Wae12b		9139	10080	ABC-type_dipeptide/oligopeptide/nickel_transport_system,_permease_component
COG0602	H	8050123411	Ga0611941_005_103397_103993	anaerobic_ribonucleoside-triphosphate_reductase_activating_protein	8050121573	Enterococcus_faecalis_Wae12b		103397	103993	Organic_radical_activating_enzyme
COG0604	C_R	8050122574	Ga0611941_002_98446_99468	alcohol_dehydrogenase	8050121573	Enterococcus_faecalis_Wae12b		98446	99468	NADPH:quinone_reductase_or_related_Zn-dependent_oxidoreductase
COG0604	C_R	8050122271	Ga0611941_001_731953_732921	NADPH:quinone_reductase-like_Zn-dependent_oxidoreductase	8050121573	Enterococcus_faecalis_Wae12b		731953	732921	NADPH:quinone_reductase_or_related_Zn-dependent_oxidoreductase
COG0604	C_R	8050121580	Ga0611941_001_5753_6745	acrylyl-CoA_reductase_(NADPH)	8050121573	Enterococcus_faecalis_Wae12b		5753	6745	NADPH:quinone_reductase_or_related_Zn-dependent_oxidoreductase
COG0605	P	8050123507	Ga0611941_006_16685_17293	Fe-Mn_family_superoxide_dismutase	8050121573	Enterococcus_faecalis_Wae12b		16685	17293	Superoxide_dismutase
COG0607	P	8050124362	Ga0611941_013_13999_14313	rhodanese-related_sulfurtransferase	8050121573	Enterococcus_faecalis_Wae12b		13999	14313	Rhodanese-related_sulfurtransferase
COG0607	P	8050123379	Ga0611941_005_76898_77296	rhodanese-related_sulfurtransferase	8050121573	Enterococcus_faecalis_Wae12b		76898	77296	Rhodanese-related_sulfurtransferase
COG0607	P	8050124360	Ga0611941_013_12057_12356	rhodanese-related_sulfurtransferase	8050121573	Enterococcus_faecalis_Wae12b		12057	12356	Rhodanese-related_sulfurtransferase
COG0608	L	8050122254	Ga0611941_001_717582_719894	single-stranded-DNA-specific_exonuclease	8050121573	Enterococcus_faecalis_Wae12b		717582	719894	Single-stranded_DNA-specific_exonuclease,_DHH_superfamily,_may_be_involved_in_archaeal_DNA_replication_intiation<<>>COG4199
COG0609	P	8050122539	Ga0611941_002_61686_62696	iron_complex_transport_system_permease_protein	8050121573	Enterococcus_faecalis_Wae12b		61686	62696	ABC-type_Fe3+-siderophore_transport_system,_permease_component
COG0609	P	8050122302	Ga0611941_001_763212_764219	iron_complex_transport_system_permease_protein	8050121573	Enterococcus_faecalis_Wae12b		763212	764219	ABC-type_Fe3+-siderophore_transport_system,_permease_component
COG0609	P	8050122538	Ga0611941_002_60685_61689	iron_complex_transport_system_permease_protein	8050121573	Enterococcus_faecalis_Wae12b		60685	61689	ABC-type_Fe3+-siderophore_transport_system,_permease_component
COG0610	V	8050122707	Ga0611941_002_247870_251019	type_I_restriction_enzyme_R_subunit	8050121573	Enterococcus_faecalis_Wae12b		247870	251019	Type_I_site-specific_restriction-modification_system,_R_(restriction)_subunit_and_related_helicases_...
COG0612	R	8050123133	Ga0611941_004_118619_119887	predicted_Zn-dependent_peptidase	8050121573	Enterococcus_faecalis_Wae12b		118619	119887	Predicted_Zn-dependent_peptidase
COG0612	R	8050123132	Ga0611941_004_117322_118626	predicted_Zn-dependent_peptidase	8050121573	Enterococcus_faecalis_Wae12b		117322	118626	Predicted_Zn-dependent_peptidase
COG0614	P	8050122541	Ga0611941_002_63730_64668	iron_complex_transport_system_substrate-binding_protein	8050121573	Enterococcus_faecalis_Wae12b		63730	64668	ABC-type_Fe3+-hydroxamate_transport_system,_periplasmic_component
COG0614	P	8050122301	Ga0611941_001_762260_763219	iron_complex_transport_system_substrate-binding_protein	8050121573	Enterococcus_faecalis_Wae12b		762260	763219	ABC-type_Fe3+-hydroxamate_transport_system,_periplasmic_component
COG0615	M	8050122875	Ga0611941_003_140670_141068	glycerol-3-phosphate_cytidylyltransferase	8050121573	Enterococcus_faecalis_Wae12b		140670	141068	Glycerol-3-phosphate_cytidylyltransferase,_cytidylyltransferase_family
COG0615	M	8050124125	Ga0611941_010_51630_52241	glycerol-3-phosphate_cytidylyltransferase-like_family_protein	8050121573	Enterococcus_faecalis_Wae12b		51630	52241	Glycerol-3-phosphate_cytidylyltransferase,_cytidylyltransferase_family
COG0616	O	8050123941	Ga0611941_009_1769_2803	protease-4	8050121573	Enterococcus_faecalis_Wae12b		1769	2803	Periplasmic_serine_protease,_ClpP_class
COG0617	J	8050122379	Ga0611941_001_845389_846663	tRNA_nucleotidyltransferase_(CCA-adding_enzyme)	8050121573	Enterococcus_faecalis_Wae12b		845389	846663	tRNA_nucleotidyltransferase/poly(A)_polymerase
COG0618	T_F	8050124045	Ga0611941_009_109629_110582	phosphoesterase_RecJ-like_protein	8050121573	Enterococcus_faecalis_Wae12b		109629	110582	nanoRNase/pAp_phosphatase,_hydrolyzes_c-di-AMP_and_oligoRNAs
COG0619	H	8050121916	Ga0611941_001_382151_382984	energy-coupling_factor_transport_system_permease_protein	8050121573	Enterococcus_faecalis_Wae12b		382151	382984	Energy-coupling_factor_transporter_transmembrane_protein_EcfT
COG0619	H	8050122493	Ga0611941_002_29987_30784	energy-coupling_factor_transport_system_permease_protein	8050121573	Enterococcus_faecalis_Wae12b		29987	30784	Energy-coupling_factor_transporter_transmembrane_protein_EcfT
COG0619	H	8050124632	Ga0611941_019_4615_5283	energy-coupling_factor_transporter_transmembrane_protein_EcfT	8050121573	Enterococcus_faecalis_Wae12b		4615	5283	Energy-coupling_factor_transporter_transmembrane_protein_EcfT
COG0619	H	8050122116	Ga0611941_001_568570_569304	cobalt/nickel_transport_system_permease_protein	8050121573	Enterococcus_faecalis_Wae12b		568570	569304	Energy-coupling_factor_transporter_transmembrane_protein_EcfT
COG0620	E	8050123572	Ga0611941_006_79535_80662	5-methyltetrahydropteroyltriglutamate--homocysteine_methyltransferase	8050121573	Enterococcus_faecalis_Wae12b		79535	80662	Methionine_synthase_II_(cobalamin-independent)
COG0622	R	8050122926	Ga0611941_003_188663_189175	putative_phosphoesterase	8050121573	Enterococcus_faecalis_Wae12b		188663	189175	Predicted_phosphodiesterase
COG0623	I	8050123628	Ga0611941_006_141473_142225	enoyl-[acyl-carrier_protein]_reductase_I	8050121573	Enterococcus_faecalis_Wae12b		141473	142225	Enoyl-[acyl-carrier-protein]_reductase_(NADH)
COG0624	E	8050123161	Ga0611941_004_146951_148087	succinyl-diaminopimelate_desuccinylase	8050121573	Enterococcus_faecalis_Wae12b		146951	148087	Acetylornithine_deacetylase/Succinyl-diaminopimelate_desuccinylase_or_related_deacylase
COG0624	E	8050124368	Ga0611941_013_20074_21297	allantoate_deiminase	8050121573	Enterococcus_faecalis_Wae12b		20074	21297	Acetylornithine_deacetylase/Succinyl-diaminopimelate_desuccinylase_or_related_deacylase
COG0624	E	8050122892	Ga0611941_003_157339_158637	acetylornithine_deacetylase/succinyl-diaminopimelate_desuccinylase-like_protein	8050121573	Enterococcus_faecalis_Wae12b		157339	158637	Acetylornithine_deacetylase/Succinyl-diaminopimelate_desuccinylase_or_related_deacylase
COG0624	E	8050121648	Ga0611941_001_77860_79170	putative_selenium_metabolism_hydrolase	8050121573	Enterococcus_faecalis_Wae12b		77860	79170	Acetylornithine_deacetylase/Succinyl-diaminopimelate_desuccinylase_or_related_deacylase
COG0624	E	8050123736	Ga0611941_007_63862_65277	dipeptidase_PepV	8050121573	Enterococcus_faecalis_Wae12b		63862	65277	Acetylornithine_deacetylase/Succinyl-diaminopimelate_desuccinylase_or_related_deacylase
COG0626	E	8050123263	Ga0611941_004_254122_255309	cystathionine_beta-lyase/cystathionine_gamma-synthase	8050121573	Enterococcus_faecalis_Wae12b		254122	255309	Cystathionine_beta-lyase/cystathionine_gamma-synthase
COG0626	E	8050123620	Ga0611941_006_134323_135459	cystathionine_beta-lyase	8050121573	Enterococcus_faecalis_Wae12b		134323	135459	Cystathionine_beta-lyase/cystathionine_gamma-synthase
COG0627	V	8050124217	Ga0611941_011_43263_44054	putative_tributyrin_esterase	8050121573	Enterococcus_faecalis_Wae12b		43263	44054	S-formylglutathione_hydrolase_FrmB
COG0628	R	8050122150	Ga0611941_001_616795_617949	predicted_PurR-regulated_permease_PerM	8050121573	Enterococcus_faecalis_Wae12b		616795	617949	Predicted_PurR-regulated_permease_PerM
COG0628	R	8050123571	Ga0611941_006_78299_79483	predicted_PurR-regulated_permease_PerM	8050121573	Enterococcus_faecalis_Wae12b		78299	79483	Predicted_PurR-regulated_permease_PerM
COG0628	R	8050123764	Ga0611941_007_93197_94342	predicted_PurR-regulated_permease_PerM	8050121573	Enterococcus_faecalis_Wae12b		93197	94342	Predicted_PurR-regulated_permease_PerM
COG0628	R	8050124035	Ga0611941_009_101044_102096	predicted_PurR-regulated_permease_PerM	8050121573	Enterococcus_faecalis_Wae12b		101044	102096	Predicted_PurR-regulated_permease_PerM
COG0628	R	8050121626	Ga0611941_001_50339_51508	predicted_PurR-regulated_permease_PerM	8050121573	Enterococcus_faecalis_Wae12b		50339	51508	Predicted_PurR-regulated_permease_PerM
COG0629	L	8050124457	Ga0611941_015_12811_13296	single-strand_DNA-binding_protein	8050121573	Enterococcus_faecalis_Wae12b		12811	13296	Single-stranded_DNA-binding_protein
COG0629	L	8050122665	Ga0611941_002_201760_202326	single-strand_DNA-binding_protein	8050121573	Enterococcus_faecalis_Wae12b		201760	202326	Single-stranded_DNA-binding_protein
COG0629	L	8050124469	Ga0611941_015_25830_26246	single-strand_DNA-binding_protein	8050121573	Enterococcus_faecalis_Wae12b		25830	26246	Single-stranded_DNA-binding_protein
COG0629	L	8050123329	Ga0611941_005_40339_40866	single-strand_DNA-binding_protein	8050121573	Enterococcus_faecalis_Wae12b		40339	40866	Single-stranded_DNA-binding_protein
COG0630	N_U	8050122767	Ga0611941_003_29130_30608	pilus_assembly_protein_CpaF	8050121573	Enterococcus_faecalis_Wae12b		29130	30608	Type_IV_secretory_pathway_ATPase_VirB11/Archaellum_biosynthesis_ATPase
COG0631	T	8050123107	Ga0611941_004_93015_93764	serine/threonine_protein_phosphatase_PrpC	8050121573	Enterococcus_faecalis_Wae12b		93015	93764	Serine/threonine_protein_phosphatase_PrpC
COG0632	L	8050122614	Ga0611941_002_144580_145194	Holliday_junction_DNA_helicase_RuvA	8050121573	Enterococcus_faecalis_Wae12b		144580	145194	Holliday_junction_resolvasome_RuvABC_DNA-binding_subunit
COG0634	F	8050122470	Ga0611941_002_6178_6723	hypoxanthine_phosphoribosyltransferase	8050121573	Enterococcus_faecalis_Wae12b		6178	6723	Hypoxanthine-guanine_phosphoribosyltransferase
COG0635	H	8050123973	Ga0611941_009_31071_32255	putative_oxygen-independent_coproporphyrinogen_III_oxidase	8050121573	Enterococcus_faecalis_Wae12b		31071	32255	Coproporphyrinogen_III_oxidase_or_related_Fe-S_oxidoreductase
COG0636	C	8050121615	Ga0611941_001_41976_42197	F-type_H+-transporting_ATPase_subunit_c	8050121573	Enterococcus_faecalis_Wae12b		41976	42197	FoF1-type_ATP_synthase,_membrane_subunit_c/Archaeal/vacuolar-type_H+-ATPase,_subunit_K
COG0636	C	8050122437	Ga0611941_001_907147_907620	V/A-type_H+-transporting_ATPase_subunit_K	8050121573	Enterococcus_faecalis_Wae12b		907147	907620	FoF1-type_ATP_synthase,_membrane_subunit_c/Archaeal/vacuolar-type_H+-ATPase,_subunit_K
COG0637	G	8050124149	Ga0611941_010_76396_77052	HAD_superfamily_hydrolase_(TIGR01509_family)	8050121573	Enterococcus_faecalis_Wae12b		76396	77052	Beta-phosphoglucomutase_or_related_phosphatase,_HAD_superfamily
COG0637	G	8050123140	Ga0611941_004_127025_127675	beta-phosphoglucomutase	8050121573	Enterococcus_faecalis_Wae12b		127025	127675	Beta-phosphoglucomutase_or_related_phosphatase,_HAD_superfamily
COG0637	G	8050123597	Ga0611941_006_111456_112142	beta-phosphoglucomutase	8050121573	Enterococcus_faecalis_Wae12b		111456	112142	Beta-phosphoglucomutase_or_related_phosphatase,_HAD_superfamily
COG0637	G	8050123903	Ga0611941_008_99473_100141	beta-phosphoglucomutase	8050121573	Enterococcus_faecalis_Wae12b		99473	100141	Beta-phosphoglucomutase_or_related_phosphatase,_HAD_superfamily
COG0639	T	8050123979	Ga0611941_009_37707_38441	serine/threonine_protein_phosphatase_1	8050121573	Enterococcus_faecalis_Wae12b		37707	38441	Diadenosine_tetraphosphatase_ApaH/serine/threonine_protein_phosphatase,_PP2A_family
COG0640	K	8050122575	Ga0611941_002_99648_99983	DNA-binding_transcriptional_ArsR_family_regulator	8050121573	Enterococcus_faecalis_Wae12b		99648	99983	DNA-binding_transcriptional_regulator,_ArsR_family
